,answer,,,,,output
,ch1,ch2,ch3,ch4,,ch1,ch2,ch3,ch4
2791,1.0000,0.0000,0.0000,0.0000,,0.8760,0.0046,0.0001,0.1193,
2792,1.0000,0.0000,0.0000,0.0000,,0.8756,0.0046,0.0001,0.1197,
2793,1.0000,0.0000,0.0000,0.0000,,0.8752,0.0046,0.0001,0.1200,
2794,1.0000,0.0000,0.0000,0.0000,,0.8749,0.0046,0.0001,0.1204,
2795,1.0000,0.0000,0.0000,0.0000,,0.8744,0.0046,0.0001,0.1208,
2796,1.0000,0.0000,0.0000,0.0000,,0.8740,0.0046,0.0001,0.1212,
2797,1.0000,0.0000,0.0000,0.0000,,0.8735,0.0047,0.0001,0.1217,
2798,1.0000,0.0000,0.0000,0.0000,,0.8731,0.0047,0.0001,0.1221,
2799,1.0000,0.0000,0.0000,0.0000,,0.8727,0.0047,0.0001,0.1225,
2800,1.0000,0.0000,0.0000,0.0000,,0.8722,0.0047,0.0001,0.1230,
2801,1.0000,0.0000,0.0000,0.0000,,0.8717,0.0047,0.0001,0.1234,
2802,1.0000,0.0000,0.0000,0.0000,,0.8712,0.0048,0.0001,0.1239,
2803,1.0000,0.0000,0.0000,0.0000,,0.8707,0.0048,0.0001,0.1244,
2804,1.0000,0.0000,0.0000,0.0000,,0.8701,0.0048,0.0001,0.1249,
2805,1.0000,0.0000,0.0000,0.0000,,0.8695,0.0048,0.0001,0.1255,
2806,1.0000,0.0000,0.0000,0.0000,,0.8690,0.0049,0.0001,0.1261,
2807,1.0000,0.0000,0.0000,0.0000,,0.8684,0.0049,0.0001,0.1266,
2808,1.0000,0.0000,0.0000,0.0000,,0.8678,0.0049,0.0001,0.1272,
2809,1.0000,0.0000,0.0000,0.0000,,0.8672,0.0049,0.0001,0.1277,
2810,1.0000,0.0000,0.0000,0.0000,,0.8666,0.0050,0.0001,0.1283,
2811,1.0000,0.0000,0.0000,0.0000,,0.8660,0.0050,0.0001,0.1288,
2812,1.0000,0.0000,0.0000,0.0000,,0.8655,0.0050,0.0001,0.1294,
2813,1.0000,0.0000,0.0000,0.0000,,0.8649,0.0050,0.0001,0.1299,
2814,1.0000,0.0000,0.0000,0.0000,,0.8643,0.0051,0.0001,0.1305,
2815,1.0000,0.0000,0.0000,0.0000,,0.8638,0.0051,0.0001,0.1310,
2816,1.0000,0.0000,0.0000,0.0000,,0.8633,0.0051,0.0001,0.1315,
2817,1.0000,0.0000,0.0000,0.0000,,0.8627,0.0051,0.0001,0.1320,
2818,1.0000,0.0000,0.0000,0.0000,,0.8622,0.0052,0.0001,0.1325,
2819,1.0000,0.0000,0.0000,0.0000,,0.8617,0.0052,0.0001,0.1330,
2820,1.0000,0.0000,0.0000,0.0000,,0.8612,0.0052,0.0001,0.1335,
2821,1.0000,0.0000,0.0000,0.0000,,0.8607,0.0053,0.0001,0.1339,
2822,1.0000,0.0000,0.0000,0.0000,,0.8602,0.0053,0.0001,0.1344,
2823,1.0000,0.0000,0.0000,0.0000,,0.8597,0.0053,0.0001,0.1349,
2824,1.0000,0.0000,0.0000,0.0000,,0.8592,0.0053,0.0001,0.1353,
2825,1.0000,0.0000,0.0000,0.0000,,0.8587,0.0054,0.0001,0.1358,
2826,1.0000,0.0000,0.0000,0.0000,,0.8582,0.0054,0.0001,0.1362,
2827,1.0000,0.0000,0.0000,0.0000,,0.8577,0.0054,0.0001,0.1367,
2828,1.0000,0.0000,0.0000,0.0000,,0.8572,0.0055,0.0001,0.1372,
2829,1.0000,0.0000,0.0000,0.0000,,0.8567,0.0055,0.0001,0.1377,
2830,1.0000,0.0000,0.0000,0.0000,,0.8562,0.0055,0.0001,0.1381,
2831,1.0000,0.0000,0.0000,0.0000,,0.8556,0.0056,0.0001,0.1387,
2832,1.0000,0.0000,0.0000,0.0000,,0.8551,0.0056,0.0001,0.1392,
2833,1.0000,0.0000,0.0000,0.0000,,0.8545,0.0056,0.0001,0.1397,
2834,1.0000,0.0000,0.0000,0.0000,,0.8540,0.0057,0.0001,0.1402,
2835,1.0000,0.0000,0.0000,0.0000,,0.8534,0.0057,0.0002,0.1407,
2836,1.0000,0.0000,0.0000,0.0000,,0.8529,0.0057,0.0002,0.1413,
2837,1.0000,0.0000,0.0000,0.0000,,0.8523,0.0058,0.0002,0.1418,
2838,1.0000,0.0000,0.0000,0.0000,,0.8516,0.0058,0.0002,0.1424,
2839,1.0000,0.0000,0.0000,0.0000,,0.8510,0.0058,0.0002,0.1430,
2840,1.0000,0.0000,0.0000,0.0000,,0.8504,0.0059,0.0002,0.1436,
2841,1.0000,0.0000,0.0000,0.0000,,0.8498,0.0059,0.0002,0.1441,
2842,1.0000,0.0000,0.0000,0.0000,,0.8492,0.0059,0.0002,0.1447,
2843,1.0000,0.0000,0.0000,0.0000,,0.8486,0.0060,0.0002,0.1452,
2844,1.0000,0.0000,0.0000,0.0000,,0.8481,0.0060,0.0002,0.1457,
2845,1.0000,0.0000,0.0000,0.0000,,0.8476,0.0061,0.0002,0.1462,
2846,1.0000,0.0000,0.0000,0.0000,,0.8471,0.0061,0.0002,0.1467,
2847,1.0000,0.0000,0.0000,0.0000,,0.8466,0.0061,0.0002,0.1471,
2848,1.0000,0.0000,0.0000,0.0000,,0.8461,0.0062,0.0002,0.1476,
2849,1.0000,0.0000,0.0000,0.0000,,0.8455,0.0063,0.0002,0.1480,
2850,1.0000,0.0000,0.0000,0.0000,,0.8451,0.0063,0.0002,0.1485,
2851,1.0000,0.0000,0.0000,0.0000,,0.8446,0.0064,0.0002,0.1489,
2852,1.0000,0.0000,0.0000,0.0000,,0.8441,0.0064,0.0002,0.1493,
2853,1.0000,0.0000,0.0000,0.0000,,0.8436,0.0065,0.0002,0.1497,
2854,1.0000,0.0000,0.0000,0.0000,,0.8431,0.0065,0.0002,0.1501,
2855,1.0000,0.0000,0.0000,0.0000,,0.8426,0.0066,0.0002,0.1506,
2856,1.0000,0.0000,0.0000,0.0000,,0.8422,0.0066,0.0002,0.1510,
2857,1.0000,0.0000,0.0000,0.0000,,0.8417,0.0067,0.0002,0.1514,
2858,1.0000,0.0000,0.0000,0.0000,,0.8413,0.0068,0.0002,0.1518,
2859,1.0000,0.0000,0.0000,0.0000,,0.8409,0.0068,0.0002,0.1521,
2860,1.0000,0.0000,0.0000,0.0000,,0.8405,0.0069,0.0002,0.1524,
2861,1.0000,0.0000,0.0000,0.0000,,0.8401,0.0069,0.0002,0.1527,
2862,1.0000,0.0000,0.0000,0.0000,,0.8398,0.0070,0.0002,0.1530,
2863,1.0000,0.0000,0.0000,0.0000,,0.8394,0.0071,0.0002,0.1534,
2864,1.0000,0.0000,0.0000,0.0000,,0.8390,0.0071,0.0002,0.1537,
2865,1.0000,0.0000,0.0000,0.0000,,0.8387,0.0072,0.0002,0.1539,
2866,1.0000,0.0000,0.0000,0.0000,,0.8383,0.0073,0.0002,0.1542,
2867,1.0000,0.0000,0.0000,0.0000,,0.8380,0.0074,0.0002,0.1544,
2868,1.0000,0.0000,0.0000,0.0000,,0.8378,0.0074,0.0002,0.1546,
2869,1.0000,0.0000,0.0000,0.0000,,0.8375,0.0075,0.0002,0.1547,
2870,1.0000,0.0000,0.0000,0.0000,,0.8373,0.0076,0.0002,0.1549,
2871,1.0000,0.0000,0.0000,0.0000,,0.8370,0.0077,0.0002,0.1551,
2872,1.0000,0.0000,0.0000,0.0000,,0.8368,0.0078,0.0002,0.1552,
2873,1.0000,0.0000,0.0000,0.0000,,0.8365,0.0079,0.0002,0.1554,
2874,1.0000,0.0000,0.0000,0.0000,,0.8362,0.0080,0.0002,0.1556,
2875,1.0000,0.0000,0.0000,0.0000,,0.8359,0.0081,0.0002,0.1558,
2876,1.0000,0.0000,0.0000,0.0000,,0.8356,0.0082,0.0002,0.1560,
2877,1.0000,0.0000,0.0000,0.0000,,0.8353,0.0083,0.0002,0.1562,
2878,1.0000,0.0000,0.0000,0.0000,,0.8350,0.0084,0.0002,0.1564,
2879,1.0000,0.0000,0.0000,0.0000,,0.8346,0.0085,0.0002,0.1566,
2880,1.0000,0.0000,0.0000,0.0000,,0.8343,0.0086,0.0002,0.1569,
2881,1.0000,0.0000,0.0000,0.0000,,0.8340,0.0087,0.0002,0.1571,
2882,1.0000,0.0000,0.0000,0.0000,,0.8336,0.0088,0.0002,0.1574,
2883,1.0000,0.0000,0.0000,0.0000,,0.8332,0.0089,0.0002,0.1577,
2884,1.0000,0.0000,0.0000,0.0000,,0.8327,0.0090,0.0002,0.1580,
2885,1.0000,0.0000,0.0000,0.0000,,0.8322,0.0091,0.0002,0.1584,
2886,1.0000,0.0000,0.0000,0.0000,,0.8318,0.0092,0.0002,0.1588,
2887,1.0000,0.0000,0.0000,0.0000,,0.8313,0.0094,0.0002,0.1591,
2888,1.0000,0.0000,0.0000,0.0000,,0.8308,0.0095,0.0002,0.1595,
2889,1.0000,0.0000,0.0000,0.0000,,0.8302,0.0096,0.0002,0.1599,
2890,1.0000,0.0000,0.0000,0.0000,,0.8296,0.0097,0.0002,0.1604,
2891,1.0000,0.0000,0.0000,0.0000,,0.8289,0.0099,0.0002,0.1609,
2892,1.0000,0.0000,0.0000,0.0000,,0.8282,0.0100,0.0002,0.1615,
2893,1.0000,0.0000,0.0000,0.0000,,0.8274,0.0102,0.0002,0.1622,
2894,1.0000,0.0000,0.0000,0.0000,,0.8266,0.0103,0.0002,0.1628,
2895,1.0000,0.0000,0.0000,0.0000,,0.8258,0.0105,0.0003,0.1635,
2896,1.0000,0.0000,0.0000,0.0000,,0.8251,0.0106,0.0003,0.1641,
2897,1.0000,0.0000,0.0000,0.0000,,0.8243,0.0107,0.0003,0.1648,
2898,1.0000,0.0000,0.0000,0.0000,,0.8235,0.0108,0.0003,0.1654,
2899,1.0000,0.0000,0.0000,0.0000,,0.8227,0.0110,0.0003,0.1661,
2900,1.0000,0.0000,0.0000,0.0000,,0.8219,0.0111,0.0003,0.1668,
2901,1.0000,0.0000,0.0000,0.0000,,0.8211,0.0113,0.0003,0.1674,
2902,1.0000,0.0000,0.0000,0.0000,,0.8203,0.0114,0.0003,0.1680,
2903,1.0000,0.0000,0.0000,0.0000,,0.8195,0.0115,0.0003,0.1687,
2904,1.0000,0.0000,0.0000,0.0000,,0.8188,0.0117,0.0003,0.1693,
2905,1.0000,0.0000,0.0000,0.0000,,0.8180,0.0118,0.0003,0.1699,
2906,1.0000,0.0000,0.0000,0.0000,,0.8173,0.0119,0.0003,0.1705,
2907,1.0000,0.0000,0.0000,0.0000,,0.8165,0.0121,0.0003,0.1711,
2908,1.0000,0.0000,0.0000,0.0000,,0.8158,0.0122,0.0003,0.1717,
2909,1.0000,0.0000,0.0000,0.0000,,0.8151,0.0123,0.0003,0.1723,
2910,1.0000,0.0000,0.0000,0.0000,,0.8144,0.0124,0.0003,0.1729,
2911,1.0000,0.0000,0.0000,0.0000,,0.8137,0.0125,0.0003,0.1734,
2912,1.0000,0.0000,0.0000,0.0000,,0.8131,0.0126,0.0003,0.1740,
2913,1.0000,0.0000,0.0000,0.0000,,0.8124,0.0128,0.0003,0.1745,
2914,1.0000,0.0000,0.0000,0.0000,,0.8118,0.0129,0.0003,0.1750,
2915,1.0000,0.0000,0.0000,0.0000,,0.8111,0.0130,0.0003,0.1755,
2916,1.0000,0.0000,0.0000,0.0000,,0.8105,0.0131,0.0003,0.1760,
2917,1.0000,0.0000,0.0000,0.0000,,0.8099,0.0133,0.0003,0.1765,
2918,1.0000,0.0000,0.0000,0.0000,,0.8092,0.0134,0.0003,0.1771,
2919,1.0000,0.0000,0.0000,0.0000,,0.8086,0.0136,0.0003,0.1775,
2920,1.0000,0.0000,0.0000,0.0000,,0.8079,0.0137,0.0003,0.1780,
2921,1.0000,0.0000,0.0000,0.0000,,0.8073,0.0139,0.0003,0.1785,
2922,1.0000,0.0000,0.0000,0.0000,,0.8067,0.0140,0.0003,0.1789,
2923,1.0000,0.0000,0.0000,0.0000,,0.8060,0.0142,0.0003,0.1794,
2924,1.0000,0.0000,0.0000,0.0000,,0.8054,0.0144,0.0003,0.1799,
2925,1.0000,0.0000,0.0000,0.0000,,0.8047,0.0146,0.0003,0.1804,
2926,1.0000,0.0000,0.0000,0.0000,,0.8040,0.0147,0.0004,0.1809,
2927,1.0000,0.0000,0.0000,0.0000,,0.8033,0.0149,0.0004,0.1814,
2928,1.0000,0.0000,0.0000,0.0000,,0.8026,0.0151,0.0004,0.1819,
2929,1.0000,0.0000,0.0000,0.0000,,0.8019,0.0153,0.0004,0.1824,
2930,1.0000,0.0000,0.0000,0.0000,,0.8012,0.0154,0.0004,0.1829,
2931,1.0000,0.0000,0.0000,0.0000,,0.8006,0.0156,0.0004,0.1834,
2932,1.0000,0.0000,0.0000,0.0000,,0.7999,0.0158,0.0004,0.1839,
2933,1.0000,0.0000,0.0000,0.0000,,0.7993,0.0160,0.0004,0.1843,
2934,1.0000,0.0000,0.0000,0.0000,,0.7986,0.0162,0.0004,0.1848,
2935,1.0000,0.0000,0.0000,0.0000,,0.7980,0.0164,0.0004,0.1852,
2936,1.0000,0.0000,0.0000,0.0000,,0.7974,0.0166,0.0004,0.1856,
2937,1.0000,0.0000,0.0000,0.0000,,0.7968,0.0168,0.0004,0.1860,
2938,1.0000,0.0000,0.0000,0.0000,,0.7962,0.0170,0.0004,0.1864,
2939,1.0000,0.0000,0.0000,0.0000,,0.7957,0.0172,0.0004,0.1867,
2940,1.0000,0.0000,0.0000,0.0000,,0.7952,0.0174,0.0004,0.1870,
2941,1.0000,0.0000,0.0000,0.0000,,0.7947,0.0176,0.0004,0.1873,
2942,1.0000,0.0000,0.0000,0.0000,,0.7942,0.0178,0.0004,0.1875,
2943,1.0000,0.0000,0.0000,0.0000,,0.7938,0.0180,0.0004,0.1878,
2944,1.0000,0.0000,0.0000,0.0000,,0.7933,0.0182,0.0004,0.1881,
2945,1.0000,0.0000,0.0000,0.0000,,0.7928,0.0184,0.0004,0.1883,
2946,1.0000,0.0000,0.0000,0.0000,,0.7924,0.0186,0.0004,0.1886,
2947,1.0000,0.0000,0.0000,0.0000,,0.7920,0.0188,0.0004,0.1888,
2948,1.0000,0.0000,0.0000,0.0000,,0.7916,0.0190,0.0004,0.1890,
2949,1.0000,0.0000,0.0000,0.0000,,0.7911,0.0192,0.0004,0.1892,
2950,1.0000,0.0000,0.0000,0.0000,,0.7907,0.0194,0.0004,0.1895,
2951,1.0000,0.0000,0.0000,0.0000,,0.7903,0.0196,0.0004,0.1897,
2952,1.0000,0.0000,0.0000,0.0000,,0.7899,0.0198,0.0005,0.1899,
2953,1.0000,0.0000,0.0000,0.0000,,0.7895,0.0200,0.0005,0.1901,
2954,1.0000,0.0000,0.0000,0.0000,,0.7891,0.0202,0.0005,0.1903,
2955,1.0000,0.0000,0.0000,0.0000,,0.7887,0.0204,0.0005,0.1904,
2956,1.0000,0.0000,0.0000,0.0000,,0.7883,0.0206,0.0005,0.1906,
2957,1.0000,0.0000,0.0000,0.0000,,0.7879,0.0209,0.0005,0.1907,
2958,1.0000,0.0000,0.0000,0.0000,,0.7876,0.0211,0.0005,0.1909,
2959,1.0000,0.0000,0.0000,0.0000,,0.7873,0.0213,0.0005,0.1910,
2960,1.0000,0.0000,0.0000,0.0000,,0.7869,0.0215,0.0005,0.1911,
2961,1.0000,0.0000,0.0000,0.0000,,0.7867,0.0217,0.0005,0.1911,
2962,1.0000,0.0000,0.0000,0.0000,,0.7865,0.0219,0.0005,0.1911,
2963,1.0000,0.0000,0.0000,0.0000,,0.7863,0.0221,0.0005,0.1911,
2964,1.0000,0.0000,0.0000,0.0000,,0.7861,0.0223,0.0005,0.1911,
2965,1.0000,0.0000,0.0000,0.0000,,0.7859,0.0225,0.0005,0.1911,
2966,1.0000,0.0000,0.0000,0.0000,,0.7858,0.0227,0.0005,0.1910,
2967,1.0000,0.0000,0.0000,0.0000,,0.7856,0.0229,0.0005,0.1910,
2968,1.0000,0.0000,0.0000,0.0000,,0.7855,0.0231,0.0005,0.1909,
2969,1.0000,0.0000,0.0000,0.0000,,0.7853,0.0233,0.0005,0.1908,
2970,1.0000,0.0000,0.0000,0.0000,,0.7852,0.0235,0.0005,0.1908,
2971,1.0000,0.0000,0.0000,0.0000,,0.7851,0.0237,0.0005,0.1907,
2972,1.0000,0.0000,0.0000,0.0000,,0.7850,0.0239,0.0005,0.1906,
2973,1.0000,0.0000,0.0000,0.0000,,0.7849,0.0240,0.0005,0.1905,
2974,1.0000,0.0000,0.0000,0.0000,,0.7848,0.0242,0.0005,0.1905,
2975,1.0000,0.0000,0.0000,0.0000,,0.7847,0.0244,0.0005,0.1904,
2976,1.0000,0.0000,0.0000,0.0000,,0.7846,0.0246,0.0005,0.1903,
2977,1.0000,0.0000,0.0000,0.0000,,0.7845,0.0247,0.0005,0.1902,
2978,1.0000,0.0000,0.0000,0.0000,,0.7844,0.0249,0.0005,0.1901,
2979,1.0000,0.0000,0.0000,0.0000,,0.7843,0.0251,0.0005,0.1900,
2980,1.0000,0.0000,0.0000,0.0000,,0.7842,0.0253,0.0005,0.1899,
2981,1.0000,0.0000,0.0000,0.0000,,0.7841,0.0255,0.0005,0.1899,
2982,1.0000,0.0000,0.0000,0.0000,,0.7840,0.0256,0.0005,0.1898,
2983,1.0000,0.0000,0.0000,0.0000,,0.7840,0.0258,0.0005,0.1897,
2984,1.0000,0.0000,0.0000,0.0000,,0.7839,0.0259,0.0005,0.1896,
2985,1.0000,0.0000,0.0000,0.0000,,0.7838,0.0261,0.0006,0.1896,
2986,1.0000,0.0000,0.0000,0.0000,,0.7837,0.0262,0.0006,0.1895,
2987,1.0000,0.0000,0.0000,0.0000,,0.7837,0.0264,0.0006,0.1894,
2988,1.0000,0.0000,0.0000,0.0000,,0.7836,0.0265,0.0006,0.1894,
2989,1.0000,0.0000,0.0000,0.0000,,0.7835,0.0266,0.0006,0.1894,
2990,1.0000,0.0000,0.0000,0.0000,,0.7834,0.0267,0.0006,0.1893,
2991,1.0000,0.0000,0.0000,0.0000,,0.7833,0.0269,0.0006,0.1893,
2992,1.0000,0.0000,0.0000,0.0000,,0.7831,0.0270,0.0006,0.1893,
2993,1.0000,0.0000,0.0000,0.0000,,0.7830,0.0271,0.0006,0.1893,
2994,1.0000,0.0000,0.0000,0.0000,,0.7829,0.0272,0.0006,0.1893,
2995,1.0000,0.0000,0.0000,0.0000,,0.7829,0.0273,0.0006,0.1892,
2996,1.0000,0.0000,0.0000,0.0000,,0.7828,0.0274,0.0006,0.1892,
2997,1.0000,0.0000,0.0000,0.0000,,0.7827,0.0275,0.0006,0.1892,
2998,1.0000,0.0000,0.0000,0.0000,,0.7826,0.0276,0.0006,0.1892,
2999,1.0000,0.0000,0.0000,0.0000,,0.7825,0.0277,0.0006,0.1893,
3000,1.0000,0.0000,0.0000,0.0000,,0.7824,0.0278,0.0006,0.1893,
3001,1.0000,0.0000,0.0000,0.0000,,0.7822,0.0279,0.0006,0.1893,
3002,1.0000,0.0000,0.0000,0.0000,,0.7821,0.0280,0.0006,0.1893,
3003,1.0000,0.0000,0.0000,0.0000,,0.7821,0.0281,0.0006,0.1893,
3004,1.0000,0.0000,0.0000,0.0000,,0.7820,0.0282,0.0006,0.1892,
3005,1.0000,0.0000,0.0000,0.0000,,0.7820,0.0282,0.0006,0.1892,
3006,1.0000,0.0000,0.0000,0.0000,,0.7819,0.0283,0.0006,0.1892,
3007,1.0000,0.0000,0.0000,0.0000,,0.7819,0.0284,0.0006,0.1891,
3008,1.0000,0.0000,0.0000,0.0000,,0.7819,0.0285,0.0006,0.1890,
3009,1.0000,0.0000,0.0000,0.0000,,0.7819,0.0286,0.0006,0.1889,
3010,1.0000,0.0000,0.0000,0.0000,,0.7819,0.0287,0.0006,0.1888,
3011,1.0000,0.0000,0.0000,0.0000,,0.7819,0.0288,0.0006,0.1887,
3012,1.0000,0.0000,0.0000,0.0000,,0.7819,0.0289,0.0006,0.1886,
3013,1.0000,0.0000,0.0000,0.0000,,0.7819,0.0291,0.0006,0.1885,
3014,1.0000,0.0000,0.0000,0.0000,,0.7819,0.0292,0.0006,0.1883,
3015,1.0000,0.0000,0.0000,0.0000,,0.7820,0.0294,0.0006,0.1880,
3016,1.0000,0.0000,0.0000,0.0000,,0.7820,0.0296,0.0006,0.1878,
3017,1.0000,0.0000,0.0000,0.0000,,0.7821,0.0297,0.0006,0.1876,
3018,1.0000,0.0000,0.0000,0.0000,,0.7822,0.0299,0.0006,0.1874,
3019,1.0000,0.0000,0.0000,0.0000,,0.7822,0.0300,0.0006,0.1872,
3020,1.0000,0.0000,0.0000,0.0000,,0.7822,0.0302,0.0006,0.1870,
3021,1.0000,0.0000,0.0000,0.0000,,0.7822,0.0304,0.0006,0.1868,
3022,1.0000,0.0000,0.0000,0.0000,,0.7821,0.0306,0.0006,0.1867,
3023,1.0000,0.0000,0.0000,0.0000,,0.7821,0.0307,0.0006,0.1866,
3024,1.0000,0.0000,0.0000,0.0000,,0.7820,0.0309,0.0006,0.1865,
3025,1.0000,0.0000,0.0000,0.0000,,0.7819,0.0311,0.0006,0.1864,
3026,1.0000,0.0000,0.0000,0.0000,,0.7819,0.0312,0.0006,0.1863,
3027,1.0000,0.0000,0.0000,0.0000,,0.7819,0.0313,0.0006,0.1862,
3028,1.0000,0.0000,0.0000,0.0000,,0.7819,0.0315,0.0006,0.1861,
3029,1.0000,0.0000,0.0000,0.0000,,0.7819,0.0316,0.0006,0.1859,
3030,1.0000,0.0000,0.0000,0.0000,,0.7819,0.0317,0.0006,0.1858,
3031,1.0000,0.0000,0.0000,0.0000,,0.7820,0.0318,0.0006,0.1856,
3032,1.0000,0.0000,0.0000,0.0000,,0.7821,0.0318,0.0006,0.1854,
3033,1.0000,0.0000,0.0000,0.0000,,0.7823,0.0319,0.0006,0.1852,
3034,1.0000,0.0000,0.0000,0.0000,,0.7824,0.0319,0.0006,0.1850,
3035,1.0000,0.0000,0.0000,0.0000,,0.7826,0.0320,0.0006,0.1848,
3036,1.0000,0.0000,0.0000,0.0000,,0.7827,0.0320,0.0006,0.1847,
3037,1.0000,0.0000,0.0000,0.0000,,0.7828,0.0320,0.0006,0.1845,
3038,1.0000,0.0000,0.0000,0.0000,,0.7830,0.0321,0.0006,0.1843,
3039,1.0000,0.0000,0.0000,0.0000,,0.7831,0.0321,0.0006,0.1842,
3040,1.0000,0.0000,0.0000,0.0000,,0.7832,0.0321,0.0006,0.1840,
3041,1.0000,0.0000,0.0000,0.0000,,0.7834,0.0322,0.0006,0.1838,
3042,1.0000,0.0000,0.0000,0.0000,,0.7835,0.0322,0.0006,0.1836,
3043,1.0000,0.0000,0.0000,0.0000,,0.7837,0.0322,0.0006,0.1835,
3044,1.0000,0.0000,0.0000,0.0000,,0.7838,0.0323,0.0006,0.1833,
3045,1.0000,0.0000,0.0000,0.0000,,0.7840,0.0323,0.0006,0.1831,
3046,1.0000,0.0000,0.0000,0.0000,,0.7841,0.0323,0.0006,0.1830,
3047,1.0000,0.0000,0.0000,0.0000,,0.7842,0.0323,0.0006,0.1828,
3048,1.0000,0.0000,0.0000,0.0000,,0.7844,0.0324,0.0006,0.1827,
3049,1.0000,0.0000,0.0000,0.0000,,0.7845,0.0324,0.0006,0.1825,
3050,1.0000,0.0000,0.0000,0.0000,,0.7846,0.0324,0.0006,0.1824,
3051,1.0000,0.0000,0.0000,0.0000,,0.7847,0.0324,0.0006,0.1823,
3052,1.0000,0.0000,0.0000,0.0000,,0.7849,0.0324,0.0006,0.1821,
3053,1.0000,0.0000,0.0000,0.0000,,0.7850,0.0324,0.0006,0.1820,
3054,1.0000,0.0000,0.0000,0.0000,,0.7851,0.0324,0.0006,0.1819,
3055,1.0000,0.0000,0.0000,0.0000,,0.7852,0.0323,0.0006,0.1819,
3056,1.0000,0.0000,0.0000,0.0000,,0.7854,0.0323,0.0006,0.1817,
3057,1.0000,0.0000,0.0000,0.0000,,0.7855,0.0322,0.0006,0.1816,
3058,1.0000,0.0000,0.0000,0.0000,,0.7857,0.0322,0.0006,0.1815,
3059,1.0000,0.0000,0.0000,0.0000,,0.7859,0.0322,0.0006,0.1813,
3060,1.0000,0.0000,0.0000,0.0000,,0.7861,0.0321,0.0006,0.1811,
3061,1.0000,0.0000,0.0000,0.0000,,0.7864,0.0321,0.0006,0.1809,
3062,1.0000,0.0000,0.0000,0.0000,,0.7866,0.0321,0.0006,0.1807,
3063,1.0000,0.0000,0.0000,0.0000,,0.7869,0.0321,0.0006,0.1805,
3064,1.0000,0.0000,0.0000,0.0000,,0.7871,0.0320,0.0006,0.1803,
3065,1.0000,0.0000,0.0000,0.0000,,0.7873,0.0320,0.0006,0.1801,
3066,1.0000,0.0000,0.0000,0.0000,,0.7876,0.0319,0.0006,0.1799,
3067,1.0000,0.0000,0.0000,0.0000,,0.7878,0.0319,0.0006,0.1797,
3068,1.0000,0.0000,0.0000,0.0000,,0.7881,0.0319,0.0006,0.1795,
3069,1.0000,0.0000,0.0000,0.0000,,0.7883,0.0318,0.0006,0.1793,
3070,1.0000,0.0000,0.0000,0.0000,,0.7886,0.0318,0.0006,0.1790,
3071,1.0000,0.0000,0.0000,0.0000,,0.7888,0.0318,0.0006,0.1788,
3072,1.0000,0.0000,0.0000,0.0000,,0.7891,0.0318,0.0006,0.1786,
3073,1.0000,0.0000,0.0000,0.0000,,0.7893,0.0317,0.0006,0.1783,
3074,1.0000,0.0000,0.0000,0.0000,,0.7896,0.0317,0.0006,0.1781,
3075,1.0000,0.0000,0.0000,0.0000,,0.7899,0.0317,0.0006,0.1779,
3076,1.0000,0.0000,0.0000,0.0000,,0.7902,0.0316,0.0006,0.1776,
3077,1.0000,0.0000,0.0000,0.0000,,0.7904,0.0316,0.0006,0.1774,
3078,1.0000,0.0000,0.0000,0.0000,,0.7907,0.0315,0.0006,0.1772,
3079,1.0000,0.0000,0.0000,0.0000,,0.7909,0.0315,0.0006,0.1770,
3080,1.0000,0.0000,0.0000,0.0000,,0.7912,0.0314,0.0006,0.1768,
3081,1.0000,0.0000,0.0000,0.0000,,0.7915,0.0313,0.0006,0.1766,
3082,1.0000,0.0000,0.0000,0.0000,,0.7917,0.0313,0.0006,0.1764,
3083,1.0000,0.0000,0.0000,0.0000,,0.7919,0.0312,0.0006,0.1763,
3084,1.0000,0.0000,0.0000,0.0000,,0.7921,0.0311,0.0006,0.1762,
3085,1.0000,0.0000,0.0000,0.0000,,0.7923,0.0310,0.0006,0.1761,
3086,1.0000,0.0000,0.0000,0.0000,,0.7925,0.0309,0.0006,0.1760,
3087,1.0000,0.0000,0.0000,0.0000,,0.7928,0.0308,0.0006,0.1759,
3088,1.0000,0.0000,0.0000,0.0000,,0.7930,0.0307,0.0006,0.1758,
3089,1.0000,0.0000,0.0000,0.0000,,0.7932,0.0306,0.0006,0.1756,
3090,1.0000,0.0000,0.0000,0.0000,,0.7935,0.0305,0.0006,0.1755,
3091,1.0000,0.0000,0.0000,0.0000,,0.7937,0.0304,0.0006,0.1754,
3092,1.0000,0.0000,0.0000,0.0000,,0.7940,0.0303,0.0006,0.1752,
3093,1.0000,0.0000,0.0000,0.0000,,0.7942,0.0302,0.0006,0.1751,
3094,1.0000,0.0000,0.0000,0.0000,,0.7944,0.0301,0.0006,0.1749,
3095,1.0000,0.0000,0.0000,0.0000,,0.7947,0.0300,0.0006,0.1747,
3096,1.0000,0.0000,0.0000,0.0000,,0.7949,0.0300,0.0006,0.1745,
3097,1.0000,0.0000,0.0000,0.0000,,0.7952,0.0299,0.0006,0.1743,
3098,1.0000,0.0000,0.0000,0.0000,,0.7955,0.0299,0.0006,0.1741,
3099,1.0000,0.0000,0.0000,0.0000,,0.7958,0.0298,0.0005,0.1739,
3100,1.0000,0.0000,0.0000,0.0000,,0.7961,0.0298,0.0005,0.1736,
