,answer,,,,,output,,,
1561,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1562,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1563,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1564,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1565,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1566,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1567,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1568,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1569,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1570,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1571,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1572,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1573,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1574,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1575,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1576,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1577,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1578,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1579,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1580,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1581,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1582,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1583,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1584,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1585,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1586,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1587,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1588,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1589,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1590,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1591,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1592,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1593,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1594,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1595,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1596,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1597,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1598,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1599,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1600,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1601,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1602,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1603,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1604,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1605,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1606,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1607,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1608,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1609,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1610,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1611,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1612,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1613,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1614,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1615,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1616,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1617,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1618,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1619,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1620,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1621,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1622,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1623,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1624,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1625,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1626,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1627,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1628,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1629,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1630,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1631,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1632,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1633,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1634,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1635,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1636,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1637,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1638,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1639,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1640,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1641,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1642,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1643,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1644,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1645,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1646,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1647,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1648,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1649,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1650,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1651,1,0,0,0,,0.9964,0.0044,0.0001,0.0113
1652,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1653,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1654,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1655,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1656,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1657,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1658,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1659,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1660,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1661,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1662,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1663,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1664,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1665,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1666,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1667,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1668,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1669,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1670,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1671,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1672,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1673,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1674,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1675,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1676,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1677,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1678,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1679,1,0,0,0,,0.9964,0.0044,0.0001,0.0112
1680,1,0,0,0,,0.9963,0.0044,0.0001,0.0112
1681,1,0,0,0,,0.9963,0.0044,0.0001,0.0112
1682,1,0,0,0,,0.9963,0.0044,0.0001,0.0112
1683,1,0,0,0,,0.9963,0.0044,0.0001,0.0112
1684,1,0,0,0,,0.9963,0.0044,0.0001,0.0111
1685,1,0,0,0,,0.9963,0.0044,0.0001,0.0111
1686,1,0,0,0,,0.9963,0.0044,0.0001,0.0111
1687,1,0,0,0,,0.9963,0.0044,0.0001,0.0111
1688,1,0,0,0,,0.9963,0.0044,0.0001,0.0111
1689,1,0,0,0,,0.9963,0.0044,0.0001,0.0111
1690,1,0,0,0,,0.9963,0.0044,0.0001,0.0111
1691,1,0,0,0,,0.9963,0.0044,0.0001,0.0111
1692,1,0,0,0,,0.9963,0.0044,0.0001,0.0111
1693,1,0,0,0,,0.9963,0.0044,0.0001,0.0111
1694,1,0,0,0,,0.9963,0.0044,0.0001,0.0111
1695,1,0,0,0,,0.9963,0.0044,0.0001,0.0111
1696,1,0,0,0,,0.9963,0.0044,0.0001,0.0111
1697,1,0,0,0,,0.9963,0.0044,0.0001,0.0111
1698,1,0,0,0,,0.9963,0.0044,0.0001,0.0111
1699,1,0,0,0,,0.9963,0.0044,0.0001,0.0111
1700,1,0,0,0,,0.9963,0.0044,0.0001,0.0111
1701,1,0,0,0,,0.9963,0.0044,0.0001,0.0111
1702,1,0,0,0,,0.9963,0.0044,0.0001,0.011
1703,1,0,0,0,,0.9963,0.0044,0.0001,0.011
1704,1,0,0,0,,0.9963,0.0044,0.0001,0.011
1705,1,0,0,0,,0.9963,0.0044,0.0001,0.011
1706,1,0,0,0,,0.9963,0.0044,0.0001,0.011
1707,1,0,0,0,,0.9963,0.0044,0.0001,0.011
1708,1,0,0,0,,0.9963,0.0044,0.0001,0.011
1709,1,0,0,0,,0.9963,0.0044,0.0001,0.011
1710,1,0,0,0,,0.9963,0.0044,0.0001,0.011
1711,1,0,0,0,,0.9963,0.0044,0.0001,0.011
1712,1,0,0,0,,0.9963,0.0044,0.0001,0.011
1713,1,0,0,0,,0.9963,0.0044,0.0001,0.011
1714,1,0,0,0,,0.9963,0.0044,0.0001,0.011
1715,1,0,0,0,,0.9963,0.0044,0.0001,0.0109
1716,1,0,0,0,,0.9963,0.0044,0.0001,0.0109
1717,1,0,0,0,,0.9963,0.0044,0.0001,0.0109
1718,1,0,0,0,,0.9963,0.0044,0.0001,0.0109
1719,1,0,0,0,,0.9963,0.0044,0.0001,0.0109
1720,1,0,0,0,,0.9963,0.0045,0.0001,0.0109
1721,1,0,0,0,,0.9963,0.0045,0.0001,0.0109
1722,1,0,0,0,,0.9963,0.0045,0.0001,0.0109
1723,1,0,0,0,,0.9963,0.0045,0.0001,0.0109
1724,1,0,0,0,,0.9963,0.0045,0.0001,0.0109
1725,1,0,0,0,,0.9963,0.0045,0.0001,0.0109
1726,1,0,0,0,,0.9963,0.0045,0.0001,0.0109
1727,1,0,0,0,,0.9963,0.0045,0.0001,0.0108
1728,1,0,0,0,,0.9963,0.0045,0.0001,0.0108
1729,1,0,0,0,,0.9963,0.0045,0.0001,0.0108
1730,1,0,0,0,,0.9963,0.0045,0.0001,0.0108
1731,1,0,0,0,,0.9963,0.0045,0.0001,0.0108
1732,1,0,0,0,,0.9963,0.0045,0.0001,0.0108
1733,1,0,0,0,,0.9963,0.0045,0.0001,0.0108
1734,1,0,0,0,,0.9963,0.0045,0.0001,0.0108
1735,1,0,0,0,,0.9962,0.0045,0.0001,0.0108
1736,1,0,0,0,,0.9962,0.0045,0.0001,0.0108
1737,1,0,0,0,,0.9962,0.0045,0.0001,0.0108
1738,1,0,0,0,,0.9962,0.0045,0.0001,0.0108
1739,1,0,0,0,,0.9962,0.0045,0.0001,0.0108
1740,1,0,0,0,,0.9962,0.0045,0.0001,0.0107
1741,1,0,0,0,,0.9962,0.0045,0.0001,0.0107
1742,1,0,0,0,,0.9962,0.0045,0.0001,0.0107
1743,1,0,0,0,,0.9962,0.0045,0.0001,0.0107
1744,1,0,0,0,,0.9962,0.0045,0.0001,0.0107
1745,1,0,0,0,,0.9962,0.0045,0.0001,0.0107
1746,1,0,0,0,,0.9962,0.0045,0.0001,0.0107
1747,1,0,0,0,,0.9962,0.0045,0.0001,0.0107
1748,1,0,0,0,,0.9962,0.0045,0.0001,0.0107
1749,1,0,0,0,,0.9962,0.0045,0.0001,0.0107
1750,1,0,0,0,,0.9962,0.0045,0.0001,0.0107
1751,1,0,0,0,,0.9962,0.0045,0.0001,0.0106
1752,1,0,0,0,,0.9962,0.0045,0.0001,0.0106
1753,1,0,0,0,,0.9962,0.0045,0.0001,0.0106
1754,1,0,0,0,,0.9962,0.0045,0.0001,0.0106
1755,1,0,0,0,,0.9962,0.0045,0.0001,0.0106
1756,1,0,0,0,,0.9962,0.0045,0.0001,0.0106
1757,1,0,0,0,,0.9962,0.0045,0.0001,0.0106
1758,1,0,0,0,,0.9962,0.0045,0.0001,0.0106
1759,1,0,0,0,,0.9962,0.0045,0.0001,0.0106
1760,1,0,0,0,,0.9962,0.0045,0.0001,0.0106
1761,1,0,0,0,,0.9962,0.0046,0.0001,0.0106
1762,1,0,0,0,,0.9962,0.0046,0.0001,0.0105
1763,1,0,0,0,,0.9962,0.0046,0.0001,0.0105
1764,1,0,0,0,,0.9962,0.0046,0.0001,0.0105
1765,1,0,0,0,,0.9962,0.0046,0.0001,0.0105
1766,1,0,0,0,,0.9962,0.0046,0.0001,0.0105
1767,1,0,0,0,,0.9962,0.0046,0.0001,0.0105
1768,1,0,0,0,,0.9962,0.0046,0.0001,0.0105
1769,1,0,0,0,,0.9962,0.0046,0.0001,0.0105
1770,1,0,0,0,,0.9962,0.0046,0.0001,0.0105
1771,1,0,0,0,,0.9961,0.0046,0.0001,0.0105
1772,1,0,0,0,,0.9961,0.0046,0.0001,0.0104
1773,1,0,0,0,,0.9961,0.0046,0.0001,0.0104
1774,1,0,0,0,,0.9961,0.0046,0.0001,0.0104
1775,1,0,0,0,,0.9961,0.0046,0.0001,0.0104
1776,1,0,0,0,,0.9961,0.0046,0.0001,0.0104
1777,1,0,0,0,,0.9961,0.0046,0.0001,0.0104
1778,1,0,0,0,,0.9961,0.0046,0.0001,0.0104
1779,1,0,0,0,,0.9961,0.0046,0.0001,0.0104
1780,1,0,0,0,,0.9961,0.0046,0.0001,0.0104
1781,1,0,0,0,,0.9961,0.0046,0.0001,0.0104
1782,1,0,0,0,,0.9961,0.0046,0.0001,0.0104
1783,1,0,0,0,,0.9961,0.0046,0.0001,0.0103
1784,1,0,0,0,,0.9961,0.0046,0.0001,0.0103
1785,1,0,0,0,,0.9961,0.0046,0.0001,0.0103
1786,1,0,0,0,,0.9961,0.0046,0.0001,0.0103
1787,1,0,0,0,,0.9961,0.0046,0.0001,0.0103
1788,1,0,0,0,,0.9961,0.0046,0.0001,0.0103
1789,1,0,0,0,,0.9961,0.0046,0.0001,0.0103
1790,1,0,0,0,,0.9961,0.0046,0.0001,0.0103
1791,1,0,0,0,,0.9961,0.0046,0.0001,0.0103
1792,1,0,0,0,,0.9961,0.0046,0.0001,0.0103
1793,1,0,0,0,,0.9961,0.0046,0.0001,0.0103
1794,1,0,0,0,,0.9961,0.0046,0.0001,0.0102
1795,1,0,0,0,,0.9961,0.0046,0.0001,0.0102
1796,1,0,0,0,,0.9961,0.0047,0.0001,0.0102
1797,1,0,0,0,,0.9961,0.0047,0.0001,0.0102
1798,1,0,0,0,,0.9961,0.0047,0.0001,0.0102
1799,1,0,0,0,,0.9961,0.0047,0.0001,0.0102
1800,1,0,0,0,,0.9961,0.0047,0.0001,0.0102
1801,1,0,0,0,,0.9961,0.0047,0.0001,0.0102
1802,1,0,0,0,,0.9961,0.0047,0.0001,0.0102
1803,1,0,0,0,,0.9961,0.0047,0.0001,0.0102
1804,1,0,0,0,,0.9961,0.0047,0.0001,0.0102
1805,1,0,0,0,,0.996,0.0047,0.0001,0.0101
1806,1,0,0,0,,0.996,0.0047,0.0001,0.0101
1807,1,0,0,0,,0.996,0.0047,0.0001,0.0101
1808,1,0,0,0,,0.996,0.0047,0.0001,0.0101
1809,1,0,0,0,,0.996,0.0047,0.0001,0.0101
1810,1,0,0,0,,0.996,0.0047,0.0001,0.0101
1811,1,0,0,0,,0.996,0.0047,0.0001,0.0101
1812,1,0,0,0,,0.996,0.0047,0.0001,0.0101
1813,1,0,0,0,,0.996,0.0047,0.0001,0.0101
1814,1,0,0,0,,0.996,0.0047,0.0001,0.0101
1815,1,0,0,0,,0.996,0.0047,0.0001,0.0101
1816,1,0,0,0,,0.996,0.0047,0.0001,0.0101
1817,1,0,0,0,,0.996,0.0047,0.0001,0.0101
1818,1,0,0,0,,0.996,0.0047,0.0001,0.0101
1819,1,0,0,0,,0.996,0.0047,0.0001,0.0101
1820,1,0,0,0,,0.996,0.0047,0.0001,0.0101
1821,1,0,0,0,,0.996,0.0047,0.0001,0.0101
1822,1,0,0,0,,0.996,0.0047,0.0001,0.01
1823,1,0,0,0,,0.996,0.0047,0.0001,0.01
1824,1,0,0,0,,0.996,0.0047,0.0001,0.01
1825,1,0,0,0,,0.996,0.0047,0.0001,0.01
1826,1,0,0,0,,0.996,0.0047,0.0001,0.01
1827,1,0,0,0,,0.996,0.0047,0.0001,0.01
1828,1,0,0,0,,0.996,0.0047,0.0001,0.01
1829,1,0,0,0,,0.996,0.0047,0.0001,0.01
1830,1,0,0,0,,0.996,0.0047,0.0001,0.01
1831,1,0,0,0,,0.996,0.0047,0.0001,0.01
1832,1,0,0,0,,0.996,0.0047,0.0001,0.01
1833,1,0,0,0,,0.996,0.0048,0.0001,0.01
1834,1,0,0,0,,0.996,0.0048,0.0001,0.0099
1835,1,0,0,0,,0.996,0.0048,0.0001,0.0099
1836,1,0,0,0,,0.996,0.0048,0.0001,0.0099
1837,1,0,0,0,,0.996,0.0048,0.0001,0.0099
1838,1,0,0,0,,0.996,0.0048,0.0001,0.0099
1839,1,0,0,0,,0.996,0.0048,0.0001,0.0099
1840,1,0,0,0,,0.996,0.0048,0.0001,0.0099
1841,1,0,0,0,,0.9959,0.0048,0.0001,0.0099
1842,1,0,0,0,,0.9959,0.0048,0.0001,0.0099
1843,1,0,0,0,,0.9959,0.0048,0.0001,0.0099
1844,1,0,0,0,,0.9959,0.0048,0.0001,0.0099
1845,1,0,0,0,,0.9959,0.0048,0.0001,0.0098
1846,1,0,0,0,,0.9959,0.0048,0.0001,0.0098
1847,1,0,0,0,,0.9959,0.0048,0.0001,0.0098
1848,1,0,0,0,,0.9959,0.0048,0.0001,0.0098
1849,1,0,0,0,,0.9959,0.0048,0.0001,0.0098
1850,1,0,0,0,,0.9959,0.0048,0.0001,0.0098
1851,1,0,0,0,,0.9959,0.0048,0.0001,0.0098
1852,1,0,0,0,,0.9959,0.0048,0.0001,0.0098
1853,1,0,0,0,,0.9959,0.0048,0.0001,0.0098
1854,1,0,0,0,,0.9959,0.0048,0.0001,0.0098
1855,1,0,0,0,,0.9959,0.0048,0.0001,0.0097
1856,1,0,0,0,,0.9959,0.0048,0.0001,0.0097
1857,1,0,0,0,,0.9959,0.0048,0.0001,0.0097
1858,1,0,0,0,,0.9959,0.0048,0.0001,0.0097
1859,1,0,0,0,,0.9959,0.0048,0.0001,0.0097
1860,1,0,0,0,,0.9959,0.0049,0.0001,0.0097
1861,1,0,0,0,,0.9959,0.0049,0.0001,0.0097
1862,1,0,0,0,,0.9959,0.0049,0.0001,0.0097
1863,1,0,0,0,,0.9959,0.0049,0.0001,0.0097
1864,1,0,0,0,,0.9959,0.0049,0.0001,0.0096
1865,1,0,0,0,,0.9959,0.0049,0.0001,0.0096
1866,1,0,0,0,,0.9959,0.0049,0.0001,0.0096
1867,1,0,0,0,,0.9958,0.0049,0.0001,0.0096
1868,1,0,0,0,,0.9958,0.0049,0.0001,0.0096
1869,1,0,0,0,,0.9958,0.0049,0.0001,0.0096
1870,1,0,0,0,,0.9958,0.0049,0.0001,0.0096
1871,1,0,0,0,,0.9958,0.0049,0.0001,0.0096
1872,1,0,0,0,,0.9958,0.0049,0.0001,0.0096
1873,1,0,0,0,,0.9958,0.0049,0.0001,0.0096
1874,1,0,0,0,,0.9958,0.0049,0.0001,0.0095
1875,1,0,0,0,,0.9958,0.0049,0.0001,0.0095
1876,1,0,0,0,,0.9958,0.0049,0.0001,0.0095
1877,1,0,0,0,,0.9958,0.0049,0.0001,0.0095
1878,1,0,0,0,,0.9958,0.0049,0.0001,0.0095
1879,1,0,0,0,,0.9958,0.0049,0.0001,0.0095
1880,1,0,0,0,,0.9958,0.0049,0.0001,0.0095
1881,1,0,0,0,,0.9958,0.0049,0.0001,0.0095
1882,1,0,0,0,,0.9958,0.0049,0.0001,0.0095
1883,1,0,0,0,,0.9958,0.0049,0.0001,0.0094
1884,1,0,0,0,,0.9958,0.005,0.0001,0.0094
1885,1,0,0,0,,0.9958,0.005,0.0001,0.0094
1886,1,0,0,0,,0.9958,0.005,0.0001,0.0094
1887,1,0,0,0,,0.9958,0.005,0.0001,0.0094
1888,1,0,0,0,,0.9958,0.005,0.0001,0.0094
1889,1,0,0,0,,0.9958,0.005,0.0001,0.0094
1890,1,0,0,0,,0.9958,0.005,0.0001,0.0094
1891,1,0,0,0,,0.9958,0.005,0.0001,0.0094
1892,1,0,0,0,,0.9957,0.005,0.0001,0.0094
1893,1,0,0,0,,0.9957,0.005,0.0001,0.0094
1894,1,0,0,0,,0.9957,0.005,0.0001,0.0094
1895,1,0,0,0,,0.9957,0.005,0.0001,0.0094
1896,1,0,0,0,,0.9957,0.005,0.0001,0.0094
1897,1,0,0,0,,0.9957,0.005,0.0001,0.0093
1898,1,0,0,0,,0.9957,0.005,0.0001,0.0093
1899,1,0,0,0,,0.9957,0.005,0.0001,0.0093
1900,1,0,0,0,,0.9957,0.005,0.0001,0.0093
1901,1,0,0,0,,0.9957,0.005,0.0001,0.0093
1902,1,0,0,0,,0.9957,0.005,0.0001,0.0093
1903,1,0,0,0,,0.9957,0.005,0.0001,0.0093
1904,1,0,0,0,,0.9957,0.005,0.0001,0.0093
1905,1,0,0,0,,0.9957,0.005,0.0001,0.0093
1906,1,0,0,0,,0.9957,0.005,0.0001,0.0093
1907,1,0,0,0,,0.9957,0.005,0.0001,0.0093
1908,1,0,0,0,,0.9957,0.005,0.0001,0.0093
1909,1,0,0,0,,0.9957,0.005,0.0001,0.0093
1910,1,0,0,0,,0.9957,0.005,0.0001,0.0093
1911,1,0,0,0,,0.9957,0.005,0.0001,0.0093
1912,1,0,0,0,,0.9957,0.005,0.0001,0.0093
1913,1,0,0,0,,0.9957,0.005,0.0001,0.0093
1914,1,0,0,0,,0.9957,0.005,0.0001,0.0093
1915,1,0,0,0,,0.9957,0.005,0.0001,0.0092
1916,1,0,0,0,,0.9957,0.005,0.0001,0.0092
1917,1,0,0,0,,0.9957,0.005,0.0001,0.0092
1918,1,0,0,0,,0.9957,0.005,0.0001,0.0092
1919,1,0,0,0,,0.9957,0.0051,0.0001,0.0092
1920,1,0,0,0,,0.9957,0.0051,0.0001,0.0092
1921,1,0,0,0,,0.9957,0.0051,0.0001,0.0092
1922,1,0,0,0,,0.9957,0.0051,0.0001,0.0092
1923,1,0,0,0,,0.9957,0.0051,0.0001,0.0092
1924,1,0,0,0,,0.9957,0.0051,0.0001,0.0092
1925,1,0,0,0,,0.9957,0.0051,0.0001,0.0092
1926,1,0,0,0,,0.9957,0.0051,0.0001,0.0092
1927,1,0,0,0,,0.9956,0.0051,0.0001,0.0092
1928,1,0,0,0,,0.9956,0.0051,0.0001,0.0092
1929,1,0,0,0,,0.9956,0.0051,0.0001,0.0092
1930,1,0,0,0,,0.9956,0.0051,0.0001,0.0092
1931,1,0,0,0,,0.9956,0.0051,0.0001,0.0092
1932,1,0,0,0,,0.9956,0.0051,0.0001,0.0092
1933,1,0,0,0,,0.9956,0.0051,0.0001,0.0092
1934,1,0,0,0,,0.9956,0.0051,0.0001,0.0092
1935,1,0,0,0,,0.9956,0.0051,0.0001,0.0092
1936,1,0,0,0,,0.9956,0.0051,0.0001,0.0092
1937,1,0,0,0,,0.9956,0.0051,0.0001,0.0091
1938,1,0,0,0,,0.9956,0.0051,0.0001,0.0091
1939,1,0,0,0,,0.9956,0.0051,0.0001,0.0091
1940,1,0,0,0,,0.9956,0.0051,0.0001,0.0091
1941,1,0,0,0,,0.9956,0.0051,0.0001,0.0091
1942,1,0,0,0,,0.9956,0.0051,0.0001,0.0091
1943,1,0,0,0,,0.9956,0.0051,0.0001,0.0091
1944,1,0,0,0,,0.9956,0.0051,0.0001,0.0091
1945,1,0,0,0,,0.9956,0.0051,0.0001,0.0091
1946,1,0,0,0,,0.9956,0.0052,0.0001,0.0091
1947,1,0,0,0,,0.9956,0.0052,0.0001,0.009
1948,1,0,0,0,,0.9956,0.0052,0.0001,0.009
1949,1,0,0,0,,0.9955,0.0052,0.0001,0.009
1950,1,0,0,0,,0.9955,0.0052,0.0001,0.009
1951,1,0,0,0,,0.9955,0.0052,0.0001,0.009
1952,1,0,0,0,,0.9955,0.0052,0.0001,0.009
1953,1,0,0,0,,0.9955,0.0052,0.0001,0.0089
1954,1,0,0,0,,0.9955,0.0052,0.0001,0.0089
1955,1,0,0,0,,0.9955,0.0052,0.0001,0.0089
1956,1,0,0,0,,0.9955,0.0052,0.0001,0.0089
1957,1,0,0,0,,0.9955,0.0053,0.0001,0.0089
1958,1,0,0,0,,0.9955,0.0053,0.0001,0.0089
1959,1,0,0,0,,0.9954,0.0053,0.0001,0.0088
1960,1,0,0,0,,0.9954,0.0053,0.0001,0.0088
1961,1,0,0,0,,0.9954,0.0053,0.0001,0.0088
1962,1,0,0,0,,0.9954,0.0053,0.0001,0.0088
1963,1,0,0,0,,0.9954,0.0053,0.0001,0.0088
1964,1,0,0,0,,0.9954,0.0053,0.0001,0.0088
1965,1,0,0,0,,0.9954,0.0053,0.0001,0.0087
1966,1,0,0,0,,0.9954,0.0053,0.0001,0.0087
1967,1,0,0,0,,0.9954,0.0053,0.0001,0.0087
1968,1,0,0,0,,0.9954,0.0053,0.0001,0.0087
1969,1,0,0,0,,0.9954,0.0053,0.0001,0.0087
1970,1,0,0,0,,0.9954,0.0054,0.0001,0.0087
1971,1,0,0,0,,0.9954,0.0054,0.0001,0.0087
1972,1,0,0,0,,0.9954,0.0054,0.0001,0.0087
1973,1,0,0,0,,0.9954,0.0054,0.0001,0.0087
1974,1,0,0,0,,0.9953,0.0054,0.0001,0.0087
1975,1,0,0,0,,0.9953,0.0054,0.0001,0.0087
1976,1,0,0,0,,0.9953,0.0054,0.0001,0.0086
1977,1,0,0,0,,0.9953,0.0054,0.0001,0.0086
1978,1,0,0,0,,0.9953,0.0054,0.0001,0.0086
1979,1,0,0,0,,0.9953,0.0054,0.0001,0.0086
1980,1,0,0,0,,0.9953,0.0054,0.0001,0.0086
1981,1,0,0,0,,0.9953,0.0054,0.0001,0.0086
1982,1,0,0,0,,0.9953,0.0054,0.0001,0.0086
1983,1,0,0,0,,0.9953,0.0055,0.0001,0.0085
1984,1,0,0,0,,0.9953,0.0055,0.0001,0.0085
1985,1,0,0,0,,0.9952,0.0055,0.0001,0.0085
1986,1,0,0,0,,0.9952,0.0055,0.0001,0.0085
1987,1,0,0,0,,0.9952,0.0055,0.0001,0.0085
1988,1,0,0,0,,0.9952,0.0055,0.0001,0.0084
1989,1,0,0,0,,0.9952,0.0055,0.0001,0.0084
1990,1,0,0,0,,0.9952,0.0055,0.0001,0.0084
1991,1,0,0,0,,0.9952,0.0055,0.0001,0.0084
1992,1,0,0,0,,0.9952,0.0055,0.0001,0.0084
1993,1,0,0,0,,0.9952,0.0056,0.0001,0.0084
1994,1,0,0,0,,0.9951,0.0056,0.0001,0.0083
1995,1,0,0,0,,0.9951,0.0056,0.0001,0.0083
1996,1,0,0,0,,0.9951,0.0056,0.0001,0.0083
1997,1,0,0,0,,0.9951,0.0056,0.0001,0.0083
1998,1,0,0,0,,0.9951,0.0056,0.0001,0.0083
1999,1,0,0,0,,0.9951,0.0056,0.0001,0.0083
2000,1,0,0,0,,0.9951,0.0056,0.0001,0.0083
